Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/deleteandupload1,Chrome 79.0.3945.79,,2019-12-12 06:54:36,2019-12-12 06:56:01,1m - 25.704s,PASSED
openBrowser,Chrome 79.0.3945.79,,2019-12-12 06:54:36,2019-12-12 06:54:50,13.664s,PASSED
closeWindowIndex,Chrome 79.0.3945.79,,2019-12-12 06:54:50,2019-12-12 06:54:50,0.226s,PASSED
closeWindowIndex,Chrome 79.0.3945.79,,2019-12-12 06:54:50,2019-12-12 06:54:50,0.207s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-12 06:54:50,2019-12-12 06:54:50,0.036s,PASSED
maximizeWindow,Chrome 79.0.3945.79,,2019-12-12 06:54:50,2019-12-12 06:54:52,1.210s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:54:52,2019-12-12 06:54:52,0.618s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:54:52,2019-12-12 06:54:53,0.977s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-12 06:54:53,2019-12-12 06:54:53,0.124s,PASSED
setText,Chrome 79.0.3945.79,,2019-12-12 06:54:53,2019-12-12 06:55:00,6.687s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:55:00,2019-12-12 06:55:01,0.899s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 06:55:01,2019-12-12 06:55:06,5.000s,PASSED
setText,Chrome 79.0.3945.79,,2019-12-12 06:55:06,2019-12-12 06:55:07,0.634s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:55:07,2019-12-12 06:55:07,0.376s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-12 06:55:07,2019-12-12 06:55:07,0.126s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 06:55:07,2019-12-12 06:55:17,10.006s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:55:17,2019-12-12 06:55:20,2.496s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:55:20,2019-12-12 06:55:20,0.629s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:55:20,2019-12-12 06:55:21,0.608s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 06:55:21,2019-12-12 06:55:36,15.004s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 06:55:36,2019-12-12 06:55:36,0.502s,PASSED
uploadFile,Chrome 79.0.3945.79,,2019-12-12 06:55:36,2019-12-12 06:55:37,0.385s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 06:55:37,2019-12-12 06:55:47,10.002s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 06:55:47,2019-12-12 06:55:47,0.003s,NOT_RUN
setText,Chrome 79.0.3945.79,,2019-12-12 06:55:47,2019-12-12 06:55:47,0.001s,NOT_RUN
click,Chrome 79.0.3945.79,,2019-12-12 06:55:47,2019-12-12 06:55:47,0.000s,NOT_RUN
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 06:55:47,2019-12-12 06:55:47,0.513s,PASSED
refresh,Chrome 79.0.3945.79,,2019-12-12 06:55:47,2019-12-12 06:55:50,2.533s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 06:55:50,2019-12-12 06:56:00,10.003s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 06:56:00,2019-12-12 06:56:00,0.538s,PASSED
closeBrowser,Chrome 79.0.3945.79,,2019-12-12 06:56:00,2019-12-12 06:56:01,0.960s,PASSED
