Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 78.0.3904.108,,2019-12-10 23:52:59,2019-12-10 23:53:02,2.295s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:53:02,2019-12-10 23:53:02,0.265s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:53:02,2019-12-10 23:53:02,0.336s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-10 23:53:02,2019-12-10 23:53:17,15.003s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-10 23:53:17,2019-12-10 23:53:18,0.394s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-10 23:53:18,2019-12-10 23:53:18,0.480s,FAILED
,,,,,,
Test Cases/profile2,Chrome 78.0.3904.108,,2019-12-10 23:53:18,2019-12-10 23:54:01,42.417s,FAILED
openBrowser,Chrome 78.0.3904.108,,2019-12-10 23:53:19,2019-12-10 23:53:26,6.968s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:53:26,2019-12-10 23:53:26,0.160s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:53:26,2019-12-10 23:53:26,0.234s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:53:26,2019-12-10 23:53:26,0.049s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-10 23:53:26,2019-12-10 23:53:27,1.151s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:53:27,2019-12-10 23:53:28,0.461s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:53:28,2019-12-10 23:53:28,0.334s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:53:28,2019-12-10 23:54:01,32.650s,FAILED
,,,,,,
Test Cases/profile3,Chrome 78.0.3904.108,,2019-12-10 23:54:01,2019-12-10 23:54:51,49.935s,FAILED
openBrowser,Chrome 78.0.3904.108,,2019-12-10 23:54:01,2019-12-10 23:54:09,8.100s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:54:09,2019-12-10 23:54:09,0.124s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:54:09,2019-12-10 23:54:09,0.130s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:54:09,2019-12-10 23:54:09,0.049s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-10 23:54:09,2019-12-10 23:54:11,1.183s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:11,2019-12-10 23:54:11,0.369s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:11,2019-12-10 23:54:11,0.429s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:54:11,2019-12-10 23:54:12,0.103s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-10 23:54:12,2019-12-10 23:54:15,3.207s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:15,2019-12-10 23:54:15,0.548s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-10 23:54:15,2019-12-10 23:54:20,5.002s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-10 23:54:20,2019-12-10 23:54:21,0.322s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:21,2019-12-10 23:54:21,0.567s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-10 23:54:21,2019-12-10 23:54:21,0.171s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-10 23:54:21,2019-12-10 23:54:31,10.004s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:31,2019-12-10 23:54:34,2.849s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:34,2019-12-10 23:54:34,0.232s,PASSED
click,Chrome 78.0.3904.108,,2019-12-10 23:54:34,2019-12-10 23:54:35,0.279s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-10 23:54:35,2019-12-10 23:54:50,15.005s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-10 23:54:50,2019-12-10 23:54:50,0.381s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-10 23:54:50,2019-12-10 23:54:51,0.439s,FAILED
