Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay,Chrome 78.0.3904.108,,2019-12-11 07:45:55,2019-12-11 07:46:10,15.005s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-11 07:46:10,2019-12-11 07:46:11,0.623s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:46:11,2019-12-11 07:46:21,10.004s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:46:21,2019-12-11 07:46:21,0.002s,NOT_RUN
setText,Chrome 78.0.3904.108,,2019-12-11 07:46:21,2019-12-11 07:46:21,0.003s,NOT_RUN
click,Chrome 78.0.3904.108,,2019-12-11 07:46:21,2019-12-11 07:46:21,0.002s,NOT_RUN
takeScreenshot,Chrome 78.0.3904.108,,2019-12-11 07:46:21,2019-12-11 07:46:21,0.420s,PASSED
refresh,Chrome 78.0.3904.108,,2019-12-11 07:46:21,2019-12-11 07:46:21,0.069s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:46:21,2019-12-11 07:46:31,10.003s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-11 07:46:31,2019-12-11 07:46:32,0.395s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-11 07:46:32,2019-12-11 07:46:33,0.977s,PASSED
,,,,,,
Test Cases/profile2,Chrome 78.0.3904.108,,2019-12-11 07:46:33,2019-12-11 07:47:42,1m - 9.503s,PASSED
openBrowser,Chrome 78.0.3904.108,,2019-12-11 07:46:33,2019-12-11 07:46:39,5.934s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:46:39,2019-12-11 07:46:39,0.084s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:46:39,2019-12-11 07:46:39,0.137s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:46:39,2019-12-11 07:46:39,0.103s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-11 07:46:39,2019-12-11 07:46:41,1.176s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:46:41,2019-12-11 07:46:41,0.530s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:46:41,2019-12-11 07:46:42,0.598s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:46:42,2019-12-11 07:46:42,0.046s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:46:42,2019-12-11 07:46:45,3.643s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:46:45,2019-12-11 07:46:46,0.506s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:46:46,2019-12-11 07:46:51,5.002s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:46:51,2019-12-11 07:46:51,0.421s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:46:51,2019-12-11 07:46:52,0.289s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:46:52,2019-12-11 07:46:52,0.099s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:46:52,2019-12-11 07:47:02,10.003s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:47:02,2019-12-11 07:47:04,1.911s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:47:04,2019-12-11 07:47:19,15.006s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-11 07:47:19,2019-12-11 07:47:19,0.290s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:47:19,2019-12-11 07:47:29,10.005s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:47:29,2019-12-11 07:47:29,0.005s,NOT_RUN
setText,Chrome 78.0.3904.108,,2019-12-11 07:47:29,2019-12-11 07:47:29,0.004s,NOT_RUN
click,Chrome 78.0.3904.108,,2019-12-11 07:47:29,2019-12-11 07:47:29,0.007s,NOT_RUN
takeScreenshot,Chrome 78.0.3904.108,,2019-12-11 07:47:29,2019-12-11 07:47:29,0.449s,PASSED
refresh,Chrome 78.0.3904.108,,2019-12-11 07:47:29,2019-12-11 07:47:31,1.513s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:47:31,2019-12-11 07:47:41,10.005s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-11 07:47:41,2019-12-11 07:47:41,0.446s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-11 07:47:41,2019-12-11 07:47:42,0.881s,PASSED
,,,,,,
Test Cases/profile3,Chrome 78.0.3904.108,,2019-12-11 07:47:42,2019-12-11 07:48:51,1m - 8.477s,PASSED
openBrowser,Chrome 78.0.3904.108,,2019-12-11 07:47:43,2019-12-11 07:47:49,6.697s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:47:49,2019-12-11 07:47:50,0.161s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:47:50,2019-12-11 07:47:50,0.123s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:47:50,2019-12-11 07:47:50,0.067s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-11 07:47:50,2019-12-11 07:47:51,1.306s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:47:51,2019-12-11 07:47:52,1.033s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:47:52,2019-12-11 07:47:53,0.784s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:47:53,2019-12-11 07:47:53,0.052s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:47:53,2019-12-11 07:47:56,3.110s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:47:56,2019-12-11 07:47:56,0.431s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:47:56,2019-12-11 07:48:01,5.004s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:48:01,2019-12-11 07:48:02,0.399s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:48:02,2019-12-11 07:48:02,0.233s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:48:02,2019-12-11 07:48:02,0.061s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:48:02,2019-12-11 07:48:12,10.004s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:48:12,2019-12-11 07:48:14,1.671s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:48:14,2019-12-11 07:48:29,15.004s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-11 07:48:29,2019-12-11 07:48:29,0.211s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:48:29,2019-12-11 07:48:39,10.003s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:48:39,2019-12-11 07:48:39,0.003s,NOT_RUN
setText,Chrome 78.0.3904.108,,2019-12-11 07:48:39,2019-12-11 07:48:39,0.003s,NOT_RUN
click,Chrome 78.0.3904.108,,2019-12-11 07:48:39,2019-12-11 07:48:39,0.003s,NOT_RUN
takeScreenshot,Chrome 78.0.3904.108,,2019-12-11 07:48:39,2019-12-11 07:48:39,0.402s,PASSED
refresh,Chrome 78.0.3904.108,,2019-12-11 07:48:39,2019-12-11 07:48:40,0.044s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:48:40,2019-12-11 07:48:50,10.005s,PASSED
takeScreenshot,Chrome 78.0.3904.108,,2019-12-11 07:48:50,2019-12-11 07:48:50,0.388s,PASSED
closeBrowser,Chrome 78.0.3904.108,,2019-12-11 07:48:50,2019-12-11 07:48:51,0.838s,PASSED
