Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 79.0.3945.79,,2019-12-12 14:11:25,2019-12-12 14:11:27,2.473s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:11:27,2019-12-12 14:11:28,0.487s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:11:28,2019-12-12 14:11:28,0.420s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:11:28,2019-12-12 14:11:43,15.010s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 14:11:43,2019-12-12 14:11:44,0.397s,PASSED
uploadFile,Chrome 79.0.3945.79,,2019-12-12 14:11:44,2019-12-12 14:11:44,0.438s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:11:44,2019-12-12 14:11:54,10.008s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:11:54,2019-12-12 14:11:54,0.002s,NOT_RUN
setText,Chrome 79.0.3945.79,,2019-12-12 14:11:54,2019-12-12 14:11:54,0.002s,NOT_RUN
click,Chrome 79.0.3945.79,,2019-12-12 14:11:54,2019-12-12 14:11:54,0.002s,NOT_RUN
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 14:11:54,2019-12-12 14:11:54,0.465s,PASSED
refresh,Chrome 79.0.3945.79,,2019-12-12 14:11:54,2019-12-12 14:11:57,2.036s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:11:57,2019-12-12 14:12:07,10.007s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 14:12:07,2019-12-12 14:12:07,0.382s,PASSED
closeBrowser,Chrome 79.0.3945.79,,2019-12-12 14:12:07,2019-12-12 14:12:08,1.216s,PASSED
,,,,,,
Test Cases/deleteandupload1,Chrome 79.0.3945.79,,2019-12-12 14:12:08,2019-12-12 14:13:39,1m - 30.534s,PASSED
openBrowser,Chrome 79.0.3945.79,,2019-12-12 14:12:09,2019-12-12 14:12:33,24.129s,PASSED
closeWindowIndex,Chrome 79.0.3945.79,,2019-12-12 14:12:33,2019-12-12 14:12:33,0.224s,PASSED
closeWindowIndex,Chrome 79.0.3945.79,,2019-12-12 14:12:33,2019-12-12 14:12:33,0.154s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-12 14:12:33,2019-12-12 14:12:33,0.037s,PASSED
maximizeWindow,Chrome 79.0.3945.79,,2019-12-12 14:12:33,2019-12-12 14:12:35,1.146s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:12:35,2019-12-12 14:12:35,0.449s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:12:35,2019-12-12 14:12:36,0.891s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-12 14:12:36,2019-12-12 14:12:36,0.079s,PASSED
setText,Chrome 79.0.3945.79,,2019-12-12 14:12:36,2019-12-12 14:12:41,4.839s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:12:41,2019-12-12 14:12:42,0.834s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:12:42,2019-12-12 14:12:47,5.005s,PASSED
setText,Chrome 79.0.3945.79,,2019-12-12 14:12:47,2019-12-12 14:12:47,0.606s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:12:47,2019-12-12 14:12:48,0.414s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-12 14:12:48,2019-12-12 14:12:48,0.084s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:12:48,2019-12-12 14:12:58,10.006s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:12:58,2019-12-12 14:13:00,2.203s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:13:00,2019-12-12 14:13:01,0.654s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:13:01,2019-12-12 14:13:01,0.484s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:13:01,2019-12-12 14:13:16,15.009s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 14:13:16,2019-12-12 14:13:16,0.422s,PASSED
uploadFile,Chrome 79.0.3945.79,,2019-12-12 14:13:16,2019-12-12 14:13:17,0.211s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:13:17,2019-12-12 14:13:27,10.006s,PASSED
click,Chrome 79.0.3945.79,,2019-12-12 14:13:27,2019-12-12 14:13:27,0.002s,NOT_RUN
setText,Chrome 79.0.3945.79,,2019-12-12 14:13:27,2019-12-12 14:13:27,0.002s,NOT_RUN
click,Chrome 79.0.3945.79,,2019-12-12 14:13:27,2019-12-12 14:13:27,0.002s,NOT_RUN
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 14:13:27,2019-12-12 14:13:27,0.432s,PASSED
refresh,Chrome 79.0.3945.79,,2019-12-12 14:13:27,2019-12-12 14:13:27,0.044s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-12 14:13:27,2019-12-12 14:13:37,10.007s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-12 14:13:37,2019-12-12 14:13:38,0.396s,PASSED
closeBrowser,Chrome 79.0.3945.79,,2019-12-12 14:13:38,2019-12-12 14:13:39,1.060s,PASSED
