Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
NJS_Chandu,Chrome 78.0.3904.108,,2019-12-11 07:37:34,2019-12-11 07:40:29,2m - 55.839s,FAILED
,,,,,,
Test Cases/profile1,Chrome 78.0.3904.108,,2019-12-11 07:37:34,2019-12-11 07:38:41,1m - 6.488s,FAILED
openBrowser,Chrome 78.0.3904.108,,2019-12-11 07:37:35,2019-12-11 07:37:50,14.623s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:37:50,2019-12-11 07:37:50,0.238s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:37:50,2019-12-11 07:37:50,0.172s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:37:50,2019-12-11 07:37:50,0.107s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-11 07:37:50,2019-12-11 07:37:52,1.255s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:37:52,2019-12-11 07:37:52,0.378s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:37:52,2019-12-11 07:37:52,0.494s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:37:52,2019-12-11 07:37:52,0.059s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:37:52,2019-12-11 07:38:00,7.880s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:38:00,2019-12-11 07:38:01,0.468s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:38:01,2019-12-11 07:38:06,5.050s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:38:06,2019-12-11 07:38:06,0.489s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:38:06,2019-12-11 07:38:07,0.313s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:38:07,2019-12-11 07:38:07,0.105s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-11 07:38:07,2019-12-11 07:38:41,34.074s,FAILED
,,,,,,
Test Cases/profile2,Chrome 78.0.3904.108,,2019-12-11 07:38:41,2019-12-11 07:39:35,54.420s,FAILED
openBrowser,Chrome 78.0.3904.108,,2019-12-11 07:38:41,2019-12-11 07:38:49,7.905s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:38:49,2019-12-11 07:38:49,0.161s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:38:49,2019-12-11 07:38:50,0.132s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:38:50,2019-12-11 07:38:50,0.035s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-11 07:38:50,2019-12-11 07:38:51,1.144s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:38:51,2019-12-11 07:38:51,0.236s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:38:51,2019-12-11 07:38:51,0.514s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:38:51,2019-12-11 07:38:52,0.075s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:38:52,2019-12-11 07:38:55,3.763s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:38:55,2019-12-11 07:38:56,0.712s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:38:56,2019-12-11 07:39:01,5.005s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:39:01,2019-12-11 07:39:01,0.407s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:39:01,2019-12-11 07:39:02,0.234s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:39:02,2019-12-11 07:39:02,0.078s,PASSED
uploadFile,Chrome 78.0.3904.108,,2019-12-11 07:39:02,2019-12-11 07:39:35,33.606s,FAILED
,,,,,,
Test Cases/profile3,Chrome 78.0.3904.108,,2019-12-11 07:39:35,2019-12-11 07:40:28,53.138s,FAILED
openBrowser,Chrome 78.0.3904.108,,2019-12-11 07:39:36,2019-12-11 07:39:43,7.050s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:39:43,2019-12-11 07:39:43,0.075s,PASSED
closeWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:39:43,2019-12-11 07:39:43,0.108s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:39:43,2019-12-11 07:39:43,0.063s,PASSED
maximizeWindow,Chrome 78.0.3904.108,,2019-12-11 07:39:43,2019-12-11 07:39:44,1.150s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:39:44,2019-12-11 07:39:45,0.318s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:39:45,2019-12-11 07:39:45,0.500s,PASSED
switchToWindowIndex,Chrome 78.0.3904.108,,2019-12-11 07:39:45,2019-12-11 07:39:45,0.048s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:39:45,2019-12-11 07:39:49,4.028s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:39:49,2019-12-11 07:39:50,0.554s,PASSED
delay,Chrome 78.0.3904.108,,2019-12-11 07:39:50,2019-12-11 07:39:55,5.003s,PASSED
setText,Chrome 78.0.3904.108,,2019-12-11 07:39:55,2019-12-11 07:39:55,0.297s,PASSED
click,Chrome 78.0.3904.108,,2019-12-11 07:39:55,2019-12-11 07:39:55,0.225s,PASSED
