Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-11 13:07:28,2019-12-11 13:07:28,0.044s,PASSED
setText,Chrome 79.0.3945.79,,2019-12-11 13:07:28,2019-12-11 13:07:31,3.179s,PASSED
click,Chrome 79.0.3945.79,,2019-12-11 13:07:31,2019-12-11 13:07:31,0.356s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-11 13:07:31,2019-12-11 13:07:36,5.005s,PASSED
setText,Chrome 79.0.3945.79,,2019-12-11 13:07:36,2019-12-11 13:07:37,0.335s,PASSED
click,Chrome 79.0.3945.79,,2019-12-11 13:07:37,2019-12-11 13:07:37,0.156s,PASSED
switchToWindowIndex,Chrome 79.0.3945.79,,2019-12-11 13:07:37,2019-12-11 13:07:37,0.040s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-11 13:07:37,2019-12-11 13:07:47,10.005s,PASSED
click,Chrome 79.0.3945.79,,2019-12-11 13:07:47,2019-12-11 13:08:05,18.095s,PASSED
click,Chrome 79.0.3945.79,,2019-12-11 13:08:05,2019-12-11 13:08:05,0.220s,PASSED
click,Chrome 79.0.3945.79,,2019-12-11 13:08:05,2019-12-11 13:08:05,0.232s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-11 13:08:05,2019-12-11 13:08:20,15.004s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-11 13:08:20,2019-12-11 13:08:21,0.363s,PASSED
uploadFile,Chrome 79.0.3945.79,,2019-12-11 13:08:21,2019-12-11 13:08:21,0.147s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-11 13:08:21,2019-12-11 13:08:31,10.002s,PASSED
click,Chrome 79.0.3945.79,,2019-12-11 13:08:31,2019-12-11 13:08:31,0.001s,NOT_RUN
setText,Chrome 79.0.3945.79,,2019-12-11 13:08:31,2019-12-11 13:08:31,0.001s,NOT_RUN
click,Chrome 79.0.3945.79,,2019-12-11 13:08:31,2019-12-11 13:08:31,0.001s,NOT_RUN
takeScreenshot,Chrome 79.0.3945.79,,2019-12-11 13:08:31,2019-12-11 13:08:31,0.372s,PASSED
refresh,Chrome 79.0.3945.79,,2019-12-11 13:08:31,2019-12-11 13:08:31,0.029s,PASSED
delay,Chrome 79.0.3945.79,,2019-12-11 13:08:31,2019-12-11 13:08:41,10.001s,PASSED
takeScreenshot,Chrome 79.0.3945.79,,2019-12-11 13:08:41,2019-12-11 13:08:54,12.979s,PASSED
closeBrowser,Chrome 79.0.3945.79,,2019-12-11 13:08:54,2019-12-11 13:08:55,0.782s,PASSED
